,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,WebDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,SelfTaughtTypes,CousinEducation,WorkStart,HaveWorkedFramework,WantWorkFramework,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,HighestEducationParents,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Worked_with_Assembly,Worked_with_C,Worked_with_C#,Worked_with_C++,Worked_with_Clojure,Worked_with_CoffeeScript,Worked_with_Common Lisp,Worked_with_Dart,Worked_with_Elixir,Worked_with_Erlang,Worked_with_F#,Worked_with_Go,Worked_with_Groovy,Worked_with_Hack,Worked_with_Haskell,Worked_with_Java,Worked_with_JavaScript,Worked_with_Julia,Worked_with_Lua,Worked_with_Matlab,Worked_with_Objective-C,Worked_with_PHP,Worked_with_Perl,Worked_with_Python,Worked_with_R,Worked_with_Ruby,Worked_with_Rust,Worked_with_SQL,Worked_with_Scala,Worked_with_Smalltalk,Worked_with_Swift,Worked_with_TypeScript,Worked_with_VB.NET,Worked_with_VBA,Worked_with_Visual Basic 6,Want_work_Assembly,Want_work_C,Want_work_C#,Want_work_C++,Want_work_Clojure,Want_work_CoffeeScript,Want_work_Common Lisp,Want_work_Dart,Want_work_Elixir,Want_work_Erlang,Want_work_F#,Want_work_Go,Want_work_Groovy,Want_work_Hack,Want_work_Haskell,Want_work_Java,Want_work_JavaScript,Want_work_Julia,Want_work_Lua,Want_work_Matlab,Want_work_Objective-C,Want_work_PHP,Want_work_Perl,Want_work_Python,Want_work_R,Want_work_Ruby,Want_work_Rust,Want_work_SQL,Want_work_Scala,Want_work_Smalltalk,Want_work_Swift,Want_work_TypeScript,Want_work_VB.NET,Want_work_VBA,Want_work_Visual Basic 6,Uses_Android Studio,Uses_Atom,Uses_Coda,Uses_Eclipse,Uses_Emacs,Uses_IPython / Jupyter,Uses_IntelliJ,Uses_Komodo,Uses_Light Table,Uses_NetBeans,Uses_Notepad++,Uses_PHPStorm,Uses_PyCharm,Uses_RStudio,Uses_RubyMine,Uses_Sublime Text,Uses_TextMate,Uses_Vim,Uses_Visual Studio,Uses_Visual Studio Code,Uses_Xcode,Uses_Zend,DevType_Data scientist,DevType_Database administrator,DevType_Desktop applications developer,DevType_DevOps specialist,DevType_Developer with a statistics or mathematics background,DevType_Embedded applications/devices developer,DevType_Graphic designer,DevType_Graphics programming,DevType_Machine learning specialist,DevType_Mobile developer,DevType_Other,DevType_Quality assurance engineer,DevType_Systems administrator,DevType_Web developer,IsImportantBenefit_Annual bonus,IsImportantBenefit_Charitable match,IsImportantBenefit_Child/elder care,IsImportantBenefit_Education sponsorship,IsImportantBenefit_Equipment,IsImportantBenefit_Expected work hours,IsImportantBenefit_Health benefits,IsImportantBenefit_Long-term leave,IsImportantBenefit_Meals,IsImportantBenefit_None of these,IsImportantBenefit_Other,IsImportantBenefit_Private office,IsImportantBenefit_Professional development sponsorship,IsImportantBenefit_Remote options,IsImportantBenefit_Retirement,IsImportantBenefit_Stock options,IsImportantBenefit_Vacation/days off,Gender_Female,Gender_Gender non-conforming,Gender_Male,Gender_Other,Gender_Transgender,Race_Black or of African descent,Race_East Asian,Race_Hispanic or Latino/Latina,Race_I don’t know,Race_I prefer not to say,Race_Middle Eastern,"Race_Native American, Pacific Islander, or Indigenous Australian",Race_South Asian,Race_White or of European descent,Uses_StackOverflow_in_Android app,Uses_StackOverflow_in_Android browser,Uses_StackOverflow_in_Desktop,Uses_StackOverflow_in_Other phone browser,Uses_StackOverflow_in_iOS app,Uses_StackOverflow_in_iOS browser,MetricAssess__Benchmarked product performance,MetricAssess__Bugs found,MetricAssess__Commit frequency,MetricAssess__Customer satisfaction,MetricAssess__Hours worked,MetricAssess__Lines of code,MetricAssess__Manager's rating,MetricAssess__On time/in budget,MetricAssess__Other,MetricAssess__Peers' rating,MetricAssess__Release frequency,MetricAssess__Revenue performance,MetricAssess__Self-rating,Education_Bootcamp,Education_Coding competition,Education_Hackathon,Education_Industry certification,Education_On-the-job training,Education_Online course,Education_Open source contributions,Education_Part-time/evening course,Education_Self-taught
260,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Master's degree,A natural science,It's complicated,500 to 999 employees,"Privately-held limited company, not in startup mode",20 or more years,17 to 18 years,,5.0,5.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Between 2 and 4 years ago,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Very important,Important,Very important,Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Somewhat important,,,,,,,,,,,,,,British pounds sterling (£),Neither underpaid nor overpaid,Spaces,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A,,8:00 AM,React; Firebase; .NET Core,React; .NET Core,Turn on some music,Agile; Scrum; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Agree,Satisfied,Satisfied,Satisfied,Not very satisfied,Satisfied,Satisfied,Not much influence,No influence at all,No influence at all,No influence at all,Some influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,I have created a CV or Developer Story on Stack Overflow,5.0,At least once each day,At least once each day,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,"Some college/university study, no bachelor's degree",Disagree,Somewhat agree,Disagree,Strongly agree,63750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
264,No,Costa Rica,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,About half the time,100 to 499 employees,"Privately-held limited company, not in startup mode",7 to 8 years,6 to 7 years,Back-end Web developer,8.0,5.0,Agree,Agree,Strongly agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,"I'm not actively looking, but I am open to new opportunities",4.0,Between 2 and 4 years ago,Important,Not very important,Important,Important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not at all important,Very important,Very important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat overpaid,Tabs,Not very important,,Take online courses,9:00 AM,AngularJS; Node.js,AngularJS,Turn on some music,Scrum,Git,Multiple times a day,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,At least once each week,Several times,At least once each week,Several times,Several times,Once or twice,Once or twice,Haven't done at all,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,High school,Agree,Somewhat agree,Disagree,Agree,59000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
308,No,Israel,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,Venture-funded startup,11 to 12 years,3 to 4 years,Back-end Web developer,10.0,8.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Between 1 and 2 years ago,Important,Important,Somewhat important,Important,Very important,Somewhat important,Important,Somewhat important,Not very important,Important,Somewhat important,Very important,Not very important,Somewhat important,Important,LinkedIn,A recruiter contacted me,An external recruiter or headhunter,Very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Not very important,Somewhat important,Not very important,Somewhat important,Important,U.S. dollars ($),Somewhat underpaid,Spaces,Not very important,Official documentation; Stack Overflow Q&A; Non-Stack online communities,Get a job as a QA tester; Take online courses; Part-time/evening courses; Conferences/meet-ups,10:00 AM,,,Turn on some music,Waterfall; Agile; Scrum,Git,Multiple times a day,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,At least once each week,Several times,Once or twice,Haven't done at all,Once or twice,Several times,Once or twice,Haven't done at all,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,A bachelor's degree,Agree,Agree,Disagree,Strongly agree,53300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
323,No,Slovenia,"Yes, part-time",Employed full-time,Secondary school,,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",3 to 4 years,2 to 3 years,,10.0,3.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 2 and 4 years ago,Not very important,Not very important,Somewhat important,Somewhat important,Not very important,Very important,Somewhat important,Important,Important,Somewhat important,Very important,Important,Not very important,Not very important,Important,,,,,,,,,,,,,,Euros (€),Greatly underpaid,Both,Somewhat important,Stack Overflow Q&A; Non-Stack online communities,,7:00 AM,,AngularJS; Xamarin; .NET Core,Keep the room absolutely quiet,,Git,Multiple times a day,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Satisfied,Very satisfied,Very satisfied,Not very satisfied,Very satisfied,Not very satisfied,A lot of influence,No influence at all,Not much influence,Some influence,A lot of influence,No influence at all,Some influence,A lot of influence,No influence at all,No influence at all,No influence at all,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,At least once each day,Several times,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,A master's degree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,19892.4731182796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
331,No,El Salvador,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,10 to 19 employees,Venture-funded startup,2 to 3 years,2 to 3 years,Full stack Web developer,7.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",4.0,Between 1 and 2 years ago,Important,Important,Important,Important,Important,Important,Very important,Important,Important,Important,Important,Important,Important,Important,Important,LinkedIn,I was just giving it a regular update,A tech-specific job board,Important,Somewhat important,Important,Not very important,Somewhat important,Somewhat important,Important,Important,Not very important,Important,U.S. dollars ($),Neither underpaid nor overpaid,Spaces,Very important,Official documentation; Stack Overflow Q&A; Stack Overflow Docs; Built-in help,,9:00 AM,AngularJS; Node.js,AngularJS; Node.js; Xamarin,Turn on some music,Scrum; Extreme; Evidence-based SWE,Git,A few times a week,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Haven't done at all,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Disagree,A bachelor's degree,Agree,Somewhat agree,Somewhat agree,Agree,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
373,"Yes, both",United States,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",20 or more years,20 or more years,,8.0,5.0,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,"I'm not actively looking, but I am open to new opportunities",5.0,Less than a year ago,Not very important,Very important,Very important,Somewhat important,Important,Important,Very important,Important,Very important,Very important,Important,Important,Important,Not very important,Somewhat important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Both,Very important,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities,,8:00 AM,.NET Core,.NET Core,Turn on some music,Waterfall; Agile; Scrum,Team Foundation Server,Multiple times a day,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,At least once each week,Several times,Several times,Several times,At least once each week,Once or twice,At least once each week,Haven't done at all,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Agree,Agree,Strongly agree,Disagree,A bachelor's degree,Disagree,Agree,Disagree,Agree,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
374,"Yes, both",United States,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",10 to 11 years,7 to 8 years,Full stack Web developer,8.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 2 and 4 years ago,Not very important,Important,Important,Somewhat important,Important,Somewhat important,Very important,Very important,Not very important,Important,Somewhat important,Very important,Not very important,Somewhat important,Somewhat important,LinkedIn; Other,Something else,"A friend, family member, or former colleague told me",Somewhat important,Important,Very important,Not very important,Not very important,Important,Not very important,Somewhat important,Not at all important,Important,U.S. dollars ($),Greatly underpaid,Both,Important,Official documentation; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Friends network; Built-in help,Take online courses; Part-time/evening courses; Buy books and work through the exercises; Conferences/meet-ups,9:00 AM,Node.js,Node.js; .NET Core,Turn on some music,Agile; Scrum; Pair; Kanban,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,6.0,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,A master's degree,Disagree,Agree,Disagree,Agree,82000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1
457,"Yes, I program as a hobby",United States,No,Employed full-time,Doctoral degree,A non-computer-focused engineering discipline,It's complicated,"10,000 or more employees",Publicly-traded corporation,20 or more years,3 to 4 years,,6.0,6.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",2.0,Between 1 and 2 years ago,Important,Not very important,Not very important,Somewhat important,Important,Important,Somewhat important,Important,Important,Important,Important,Very important,Not very important,Important,Important,,,,,,,,,,,,,,U.S. dollars ($),Neither underpaid nor overpaid,Spaces,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities,,Noon,,,Turn on some music,Agile; Scrum; Kanban,Git,A few times a month,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",7.0,Once or twice,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,A master's degree,Agree,Somewhat agree,Disagree,Agree,104000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
472,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",18 to 19 years,15 to 16 years,,0.0,5.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 2 and 4 years ago,Somewhat important,Not at all important,Important,Not very important,Not very important,Important,Very important,Very important,Somewhat important,Somewhat important,Important,Important,Important,Not very important,Very important,LinkedIn,A recruiter contacted me,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat important,Somewhat important,Very important,Not at all important,Important,Not very important,Not very important,Not at all important,Somewhat important,Important,U.S. dollars ($),Somewhat underpaid,Both,Somewhat important,Trade book; Stack Overflow Q&A,,6:00 AM,Xamarin,AngularJS; Node.js; Cordova; Xamarin; .NET Core,Turn on some music,Scrum,Team Foundation Server,A few times a week,Agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,5.0,Several times,Several times,Several times,Once or twice,Once or twice,Several times,Several times,Once or twice,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,A bachelor's degree,Strongly agree,Agree,Somewhat agree,Somewhat agree,100501.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
504,"Yes, I program as a hobby",United States,No,Employed full-time,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",All or almost all the time (I'm full-time remote),10 to 19 employees,"Privately-held limited company, not in startup mode",13 to 14 years,10 to 11 years,,8.0,6.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 1 and 2 years ago,Not very important,Very important,Somewhat important,Somewhat important,Important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Important,Important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Tabs,Not very important,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Friends network; Built-in help; Other,,10:00 AM,Node.js; Xamarin; .NET Core,AngularJS; React,Put on a movie or TV show,Waterfall; Agile; Scrum; Extreme; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,A lot of influence,Some influence,A lot of influence,A lot of influence,I am the final decision maker,No influence at all,A lot of influence,A lot of influence,No influence at all,Not much influence,A lot of influence,I have created a CV or Developer Story on Stack Overflow,7.0,Several times,Once or twice,At least once each week,Once or twice,Once or twice,Haven't done at all,Once or twice,Several times,Somewhat agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,A master's degree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,73200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
